Token,Item Name,Customer-facing Name,Variation Name,Unit and Precision,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (kg),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Current Quantity Altallama,New Quantity Altallama,Stock Alert Enabled Altallama,Stock Alert Count Altallama,Tax - Impuesto escolar (4%),Tax - impuesto ventas (21%)
WTLS4B7J47GAWQN66LSP5JB5,LIDERPAPEL_REGLA PLASTICO_60CM,,,,K413990,,Material de Oficina y Estudio,,,,,8423473204294,,Physical good,,,,,,,Y,2.95,,N,,N,,N,,,2,,Y,0,N,Y
7Q4VOPEPTYKIFRJMEVJENNII,LIDERPAPEL_REGLA PLÁSTICO_CIRCULAR,,,,657008H,,"Material de Oficina y Estudio, Material de Oficina y Estudio > Reglas\, escuadras y cartabones",Material de Oficina y Estudio,,,,8423473180222,,Physical good,,,,N,N,N,Y,1.20,,N,,N,,N,,,1,,,,N,Y
TTXICBDRNN6W2VVQLCZXFNS7,LIENZO TALENS 70x100,,Normal,,622815K,,,,,,,,,Physical good,,,,,,,Y,41.25,,N,,,,,,,0,,,,N,Y
LZHLMKYIDDJUDB73K76QVYFV,LIENZO_100X100 3D_ART CREATION,,Normal,,6539431,,"Papel y Soportes, Papel y Soportes > Cartulinas y cartón",Papel y Soportes,,,,8712079401504,,Physical good,,,,N,N,N,Y,60.30,,N,,N,,N,,,1,,,,N,Y
U27ZIRMPOTSJJ6XRVOVHCQIC,LIENZO_100X70_ART CREATION,,Normal,,E639779,,"Papel y Soportes, Papel y Soportes > Cartulinas y cartón",Papel y Soportes,,,,8712079217488,,Physical good,,,,N,N,N,Y,44.10,,N,,N,,N,,,0,,,,N,Y
JV56UFIW5XSHDKJHBJXQQGL6,LIENZO_10F_ART CREATION,,Normal,,6452411,,"Papel y Soportes, Papel y Soportes > Cartulinas y cartón",Papel y Soportes,,,,8712079401634,,Physical good,,,,N,N,N,Y,11.20,,N,,N,,N,,,0,,,,N,Y
UVMS3WKS62F2FSRLO7WXHGTO,LIENZO_12F_ART CREATION,,Normal,,T914493,,"Papel y Soportes, Papel y Soportes > Cartulinas y cartón",Papel y Soportes,,,,8712079401658,,Physical good,,,,N,N,N,Y,13.60,,N,,N,,N,,,2,,,,N,Y
HWGCU4Z2JSSYYDFZHMBHCTGH,LIENZO_12P_ART CREATION,,Normal,,456745Q,,"Papel y Soportes, Papel y Soportes > Cartulinas y cartón",Papel y Soportes,,,,,,Physical good,,,,N,N,N,Y,13.00,,N,,N,,N,,,0,,,,N,Y
POJKCKHTSL2MVDND6UKJCRP2,LIENZO_15P_ART CREATION,,Normal,,K570488,,"Papel y Soportes, Papel y Soportes > Cartulinas y cartón",Papel y Soportes,,,,8712079401689,,Physical good,,,,N,N,N,Y,16.80,,N,,N,,N,,,0,,,,N,Y
XT32AHVTY6GBGSNDHA2UDFVJ,LIENZO_20F_ART CREATION,,Normal,,L844756,,"Papel y Soportes, Papel y Soportes > Cartulinas y cartón",Papel y Soportes,,,,,,Physical good,,,,N,N,N,Y,14.00,,N,,N,,N,,,0,,,,N,Y
XU37VK2GWBVPJAZDDEPTSOZ5,LIENZO_20X20_TALENS_,,Normal,,229358L,,"Papel y Soportes, Papel y Soportes > Cartulinas y cartón",Papel y Soportes,,,,8712079215781,,Physical good,,,,N,N,N,Y,12.40,,N,,N,,N,,,1,,,,N,Y
KBGGAZ32SIKUQN7T7MMB7N2W,LIENZO_25F_ART CREATION,,Normal,,F153470,,"Papel y Soportes, Papel y Soportes > Cartulinas y cartón",Papel y Soportes,,,,8712079401719,,Physical good,,,,N,N,N,Y,29.70,,N,,N,,N,,,1,,,,N,Y
NPZVQ6JRALM7YSMJCWHW6CR7,LIENZO_25P_ART CREATION,,Normal,,3407303,,"Papel y Soportes, Papel y Soportes > Cartulinas y cartón",Papel y Soportes,,,,8712079401726,,Physical good,,,,N,N,N,Y,30.10,,N,,N,,N,,,1,,,,N,Y
27O4HNRZNWCIQ2TVBFZ3SZYA,LIENZO_3F_ART CREATION,,Normal,,9651920,,"Papel y Soportes, Papel y Soportes > Cartulinas y cartón",Papel y Soportes,,,,8712079401535,,Physical good,,,,N,N,N,Y,4.20,,N,,N,,N,,,4,,,,N,Y
GM4CPJQLCFX7DMGSYIKQK5AE,LIENZO_40P_ART CREATION,,Normal,,7749161,,"Papel y Soportes, Papel y Soportes > Cartulinas y cartón",Papel y Soportes,,,,8712079401764,,Physical good,,,,N,N,N,Y,46.20,,N,,N,,N,,,-1,,,,N,Y
VMLZ24XT3WB3GCLN65HR2YKM,LIENZO_40X100 3D_ART CREATION,,Normal,,K173712,,"Papel y Soportes, Papel y Soportes > Cartulinas y cartón",Papel y Soportes,,,,8712079401290,,Physical good,,,,N,N,N,Y,26.20,,N,,N,,N,,,0,,,,N,Y
QZ2PJUY6BSFRI7G4PB2UBM75,LIENZO_40X80_TALENS_ARTCREATION,,Normal,,T383477,,"Papel y Soportes, Papel y Soportes > Cartulinas y cartón",Papel y Soportes,,,,8712079401283,,Physical good,,,,N,N,N,Y,22.40,,N,,N,,N,,,1,,,,N,Y
AIA5CZZBL5FHYTXSVCN7EE6D,LIENZO_4F_ART CREATION,,Normal,,2205300,,"Papel y Soportes, Papel y Soportes > Cartulinas y cartón",Papel y Soportes,,,,8712079401559,,Physical good,,,,N,N,N,Y,17.00,,N,,N,,N,,,4,,,,N,Y
GCCYLOEUPK6RBZDVHUVXPSHR,LIENZO_4M_TALENS,,Normal,,2202466,,"Papel y Soportes, Papel y Soportes > Cartulinas y cartón",Papel y Soportes,,,,8712079183578,,Physical good,,,,N,N,N,Y,9.50,,N,,N,,N,,,0,,,,N,Y
AZ4NVN6WVFQVKWOAWCS52SCF,LIENZO_60F_ART CREATION,,Normal,,F453714,,"Papel y Soportes, Papel y Soportes > Cartulinas y cartón",Papel y Soportes,,,,8712079401801,,Physical good,,,,N,N,N,Y,60.00,,N,,N,,N,,,0,,,,N,Y
RAGUETCM5LVLKI63IZCILEIG,LIENZO_6F_ART CREATION,,Normal,,232325B,,"Papel y Soportes, Papel y Soportes > Cartulinas y cartón",Papel y Soportes,,,,8712079401597,,Physical good,,,,N,N,N,Y,7.00,,N,,N,,N,,,0,,,,N,Y
ZYTB3YKRJ424I5MOJLODZPPC,LIENZO_6P_ART CREATION,,Normal,,716390E,,"Papel y Soportes, Papel y Soportes > Cartulinas y cartón",Papel y Soportes,,,,8712079401603,,Physical good,,,,N,N,N,Y,7.50,,N,,N,,N,,,0,,,,N,Y
QRWNKYYH6LHY7XTMVH7TPAGC,LIENZO_70X70_TALENS_ARTCREATION,,Normal,,2479740,,"Papel y Soportes, Papel y Soportes > Cartulinas y cartón",Papel y Soportes,,,,8712079402013,,Physical good,,,,N,N,N,Y,22.70,,N,,N,,N,,,1,,,,N,Y
RJEU2CYBRHY3MHAPKNOCFL4L,LIENZO_80F_ARTCREATION,,Normal,,611428Z,,"Papel y Soportes, Papel y Soportes > Cartulinas y cartón",Papel y Soportes,,,,8712079401818,,Physical good,,,,N,N,N,Y,84.00,,N,,N,,N,,,0,,,,N,Y
GI347W25USL7B5UXNEB7KHJJ,LIENZO_8M_ART CREATION,,Normal,,620976M,,"Papel y Soportes, Papel y Soportes > Cartulinas y cartón",Papel y Soportes,,,,,,Physical good,,,,N,N,N,Y,12.20,,N,,N,,N,,,0,,,,N,Y
CP24UQNZYYXQE77DU4CCHQCG,LIENZO_8M_TALENS,,Normal,,471661G,,"Papel y Soportes, Papel y Soportes > Cartulinas y cartón",Papel y Soportes,,,,8712079183608,,Physical good,,,,N,N,N,Y,12.20,,N,,N,,N,,,2,,,,N,Y
YYSM3MXLTICZ63UCZPXQEQPC,LIENZO_90X90_TALENS_ARTCREATION,,Normal,,W406419,,"Papel y Soportes, Papel y Soportes > Cartulinas y cartón",Papel y Soportes,,,,8712079249663,,Physical good,,,,N,N,N,Y,51.32,,N,,N,,N,,,1,,,,N,Y
PPFAGDXLMPPQO6MVNKK4FSZR,LIJA_HOJA_FINA,,Normal,,R171610,,"Herramientas y Accesorios, Herramientas y Accesorios > Espátulas de pintura",Herramientas y Accesorios,,,,,visible,Physical good,,,,N,N,N,Y,0.80,,N,,N,,N,,,0,,,,N,Y
7IUYH2N4HHW4RKBT6RGYQBDB,LIJA_HOJA_GRUESA,,Normal,,262384F,,"Herramientas y Accesorios, Herramientas y Accesorios > Espátulas de pintura",Herramientas y Accesorios,,,,,,Physical good,,,,N,N,N,Y,1.20,,N,,N,,N,,,38,,,,N,Y
4QB72IC4P6YQFEAFMQG4TMEK,LIJA_HOJA_GRUESA PÁJARO,,Normal,,G810283,,"Herramientas y Accesorios, Herramientas y Accesorios > Espátulas de pintura",Herramientas y Accesorios,,,,,,Physical good,,,,N,N,N,Y,1.50,,N,,N,,N,,,5,,,,N,Y
7XDSIS7ZBDA5VLYLU2FYCYSD,LIJA_TACO_FINO,,Normal,,931200G,,"Herramientas y Accesorios, Herramientas y Accesorios > Espátulas de pintura",Herramientas y Accesorios,,,,,,Physical good,,,,N,N,N,Y,1.10,,N,,N,,N,,,0,,,,N,Y
ERRBYIRVCF3U3NLOQ5K3INCL,LIJA_TACO_MEDIO,,Normal,,L880946,,"Herramientas y Accesorios, Herramientas y Accesorios > Espátulas de pintura",Herramientas y Accesorios,,,,,,Physical good,,,,N,N,N,Y,1.10,,N,,N,,N,,,6,,,,N,Y
CCVEZZR746ILJ5EFYTBZD3X4,LIQUITEX ESPÁTULA PINTOR,,Normal,,J501965,,"Herramientas y Accesorios, Herramientas y Accesorios > Espátulas de pintura",Herramientas y Accesorios,,,,094376974270,,Physical good,,,,N,N,N,Y,13.05,,N,,N,,N,,,2,,,,N,Y
V7YFXM2GAREGDL6LO7LGBKY2,LIQUITEX_ACRÍLICO_BLANCO,,Normal,,3949902,,Pintura > Pintura Acrílica,Pintura > Pintura Acrílica,,,,887452049586,,Physical good,,,,N,N,N,Y,5.50,,N,,N,,N,,,3,,,,Y,Y
JPHXT5PVMFKNVEPNINJPI5YZ,LR_50X70_Aragosta(Naranja),,Normal,,298575Q,,"Papel y Soportes, Papel y Soportes > Papel japonés y especial",Papel y Soportes,,,,,,Physical good,,,,,,,Y,0.80,,N,,,,,,,15,,,,N,Y
3BQMFGSF2CA2GFH3V7X4QFSN,LR_50X70_BLEU_(Azul Oscuro),,Normal,,4783644,,"Papel y Soportes, Papel y Soportes > Papel japonés y especial",Papel y Soportes,,,,,,Physical good,,,,,,,Y,0.80,,N,,,,,,,17,,,,N,Y
BYAWSQA3QPKRNMCHCS4632AP,LR_50X70_Cedro (Amarillo),,Normal,,9395456,,"Papel y Soportes, Papel y Soportes > Papel japonés y especial",Papel y Soportes,,,,,,Physical good,,,,,,,Y,0.80,,N,,,,,,,32,,,,N,Y
6GB3UJ4CLTHDPHZ2HP5RRQMK,LR_50X70_China(Gris),,Normal,,3675236,,"Papel y Soportes, Papel y Soportes > Papel japonés y especial",Papel y Soportes,,,,,,Physical good,,,,,,,Y,0.80,,N,,,,,,,0,,,,N,Y
HMGYOO4V4TZK4POCGR2R24Q5,LR_50X70_Ciliegia(Rojo),,Normal,,889345V,,"Papel y Soportes, Papel y Soportes > Papel japonés y especial",Papel y Soportes,,,,,,Physical good,,,,,,,Y,0.80,,N,,,,,,,16,,,,N,Y
AE3TZPWT2VUBBS7ALJ3HFP6V,LR_50X70_Feeonice,,Normal,,5448825,,"Papel y Soportes, Papel y Soportes > Papel japonés y especial",Papel y Soportes,,,,,,Physical good,,,,,,,Y,0.80,,N,,,,,,,7,,,,N,Y
JQUWTEEIJSD55MQJH5OZIJUG,LR_50X70_Giallio (Amarillo),,Normal,,987831V,,"Papel y Soportes, Papel y Soportes > Papel japonés y especial",Papel y Soportes,,,,,,Physical good,,,,,,,Y,0.80,,N,,,,,,,20,,,,N,Y
EXMQ2L3DLIINJSFQGSQEEXS5,LR_50X70_Nero,,Normal,,Z041698,,"Papel y Soportes, Papel y Soportes > Papel japonés y especial",Papel y Soportes,,,,,,Physical good,,,,,,,Y,0.80,,N,,,,,,,5,,,,N,Y
KTSZN4QIJNWA3XAAUGURL6MM,LR_50X70_Panna(Amarillocrema),,Normal,,5332698,,"Papel y Soportes, Papel y Soportes > Papel japonés y especial",Papel y Soportes,,,,,,Physical good,,,,,,,Y,0.80,,N,,,,,,,20,,,,N,Y
FESYJ5U23L72QTEAVJWEDC7N,LR_50X70_Perla(Gris),,Normal,,6814521,,"Papel y Soportes, Papel y Soportes > Papel japonés y especial",Papel y Soportes,,,,,,Physical good,,,,,,,Y,0.80,,N,,,,,,,12,,,,N,Y
5N4TRYAUZ7MLGHDPYXTC3EKS,LR_50X70_Rosa,,Normal,,Q743206,,"Papel y Soportes, Papel y Soportes > Papel japonés y especial",Papel y Soportes,,,,,,Physical good,,,,,,,Y,0.80,,N,,,,,,,33,,,,N,Y
4CSQZX3EHE4DWZAD3OMIP7QZ,LR_50X70_Rosso(Rojo),,Normal,,121315K,,"Papel y Soportes, Papel y Soportes > Papel japonés y especial",Papel y Soportes,,,,,,Physical good,,,,,,,Y,0.80,,N,,,,,,,20,,,,N,Y
2WVYETKUZ5TVM3JMQVW2VQ74,LR_50X70_Verdone(Verde Oscuro),,Normal,,5879987,,"Papel y Soportes, Papel y Soportes > Papel japonés y especial",Papel y Soportes,,,,,,Physical good,,,,,,,Y,0.80,,N,,,,,,,15,,,,N,Y
GVMGYXW5MI6YESHOS7RN6PMR,LR_50X70_Viola(Morado),,Normal,,8610473,,"Papel y Soportes, Papel y Soportes > Papel japonés y especial",Papel y Soportes,,,,,,Physical good,,,,,,,Y,0.80,,N,,,,,,,14,,,,N,Y
CHOVGVBVARJJP4AHVVASYJYQ,LR_50x70_Avana(Amarillo Crema),,Normal,,914258Y,,"Papel y Soportes, Papel y Soportes > Papel japonés y especial",Papel y Soportes,,,,,,Physical good,,,,,,,Y,0.80,,N,,,,,,,0,,,,N,Y
MQY5OPZ35BMN3ICPU3BKLJOI,LR_50x70_Brina_(Gris Claro),,Normal,,3626045,,"Papel y Soportes, Papel y Soportes > Papel japonés y especial",Papel y Soportes,,,,,,Physical good,,,,,,,Y,0.80,,N,,,,,,,0,,,,N,Y
7EFV5RLTVJRELMUZSBHDDUED,LR_50x70_verde,,Normal,,F339830,,"Papel y Soportes, Papel y Soportes > Papel japonés y especial",Papel y Soportes,,,,,,Physical good,,,,,,,Y,0.80,,N,,,,,,,29,,,,N,Y
PSTDCET4SXHQKP3VJQIBCN6J,LR_50x70_verdepisello,,Normal,,775316C,,"Papel y Soportes, Papel y Soportes > Papel japonés y especial",Papel y Soportes,,,,,,Physical good,,,,,,,Y,0.80,,N,,,,,,,29,,,,N,Y
432C4SDFFXSSXP4NGGPJYNOR,LYRA_AQUA BRUSH DUO_6520002,,Normal,,912039L,,"Rotuladores y Marcadores, Rotuladores y Marcadores > Rotuladores base agua",Rotuladores y Marcadores,,,,4084900661680,,Physical good,,,,,,,Y,2.20,,N,,N,,N,,,0,,,,N,Y
HA5LRKVA7YCICZDYMU4KXYST,LYRA_AQUA BRUSH DUO_6520005,,,,9964851,,"Lápices y Grafito, Lápices y Grafito > Lápices de color",Lápices y Grafito,,,,4084900661710,,Physical good,,,,,,,Y,2.20,,N,,N,,N,,,0,,,,N,Y
3O5RHBPIPHOK3HUULT7SITZW,LYRA_AQUA BRUSH DUO_6520006,,Normal,,5717821,,Rotuladores y Marcadores > Rotuladores base agua,Rotuladores y Marcadores > Rotuladores base agua,,,,4084900603512,,Physical good,,,,,,,Y,2.20,,N,,N,,N,,,1,,,,N,Y
XQZPE7NNZ323ZXDOXIYCX6ZD,LYRA_AQUA BRUSH DUO_6520007,,Normal,,2246582,,"Rotuladores y Marcadores, Rotuladores y Marcadores > Rotuladores base agua",Rotuladores y Marcadores,,,,4084900661741,,Physical good,,,,,,,Y,2.20,,N,,N,,N,,,7,,,,N,Y
FW5MQMG6C6GB3YLAXEAZ3Y5D,LYRA_AQUA BRUSH DUO_6520008,,Normal,,5048140,,"Rotuladores y Marcadores, Rotuladores y Marcadores > Rotuladores base agua",Rotuladores y Marcadores,,,,4084900661772,,Physical good,,,,,,,Y,2.20,,N,,N,,N,,,6,,,,N,Y
IYKPDDEY3ZFVL4MH56ZDL33Y,LYRA_AQUA BRUSH DUO_6520009,,Normal,,6451665,,"Rotuladores y Marcadores, Rotuladores y Marcadores > Rotuladores base agua",Rotuladores y Marcadores,,,,4084900603550,,Physical good,,,,N,N,N,Y,2.20,,N,,N,,N,,,2,,,,N,Y
QEKIMGBPBMBAD3XRR5KKX6GV,LYRA_AQUA BRUSH DUO_6520013,,Normal,,X998047,,"Rotuladores y Marcadores, Rotuladores y Marcadores > Rotuladores base agua",Rotuladores y Marcadores,,,,4084900661802,,Physical good,,,,,,,Y,2.20,,N,,N,,N,,,4,,,,N,Y
JMC47UNDVMJQMF55DIM3F7Y3,LYRA_AQUA BRUSH DUO_6520017,,Normal,,852548Z,,Rotuladores y Marcadores > Rotuladores base agua,Rotuladores y Marcadores > Rotuladores base agua,,,,4084900603598,,Physical good,,,,,,,Y,2.20,,N,,N,,N,,,4,,,,N,Y
3DGR5ZOZXVFHAMHXANQMLHZ4,LYRA_AQUA BRUSH DUO_6520021,,Normal,,8053676,,"Rotuladores y Marcadores, Rotuladores y Marcadores > Rotuladores base agua",Rotuladores y Marcadores,,,,4084900661864,,Physical good,,,,,,,Y,2.20,,N,,N,,N,,,7,,,,N,Y
H4FNART3ZFUZECB5TM2J7N5J,LYRA_AQUA BRUSH DUO_6520030,,Normal,,278031F,,"Rotuladores y Marcadores, Rotuladores y Marcadores > Rotuladores base agua",Rotuladores y Marcadores,,,,4084900608661,,Physical good,,,,N,N,N,Y,2.20,,N,,N,,N,,,2,,,,N,Y
TRWFUWRQHA3WXMSHZEJD2VPJ,LYRA_AQUA BRUSH DUO_6520037,,Normal,,698233B,,"Rotuladores y Marcadores, Rotuladores y Marcadores > Rotuladores base agua",Rotuladores y Marcadores,,,,4084900603673,,Physical good,,,,,,,Y,2.20,,N,,N,,N,,,4,,,,N,Y
POHIIIKFHSLGQBKHL4XC6ZAO,LYRA_AQUA BRUSH DUO_6520041,,Normal,,380223A,,"Rotuladores y Marcadores, Rotuladores y Marcadores > Rotuladores base agua",Rotuladores y Marcadores,,,,4084900608982,,Physical good,,,,,,,Y,2.20,,N,,N,,N,,,3,,,,N,Y
CRIGINNZL3RN4LYBB7KN6VIN,LYRA_AQUA BRUSH DUO_6520047,,Normal,,J653682,,"Rotuladores y Marcadores, Rotuladores y Marcadores > Rotuladores base agua",Rotuladores y Marcadores,,,,4084900661987,,Physical good,,,,,,,Y,2.20,,N,,N,,N,,,2,,,,N,Y
ZGBW4H7A3CLEN5GIAGDO77NK,LYRA_AQUA BRUSH DUO_6520051,,Normal,,797547Y,,"Rotuladores y Marcadores, Rotuladores y Marcadores > Rotuladores base agua",Rotuladores y Marcadores,,,,4084900662045,,Physical good,,,,,,,Y,2.20,,N,,N,,N,,,2,,,,N,Y
2TOVA5MQ43PCZSIA7RZGSY6J,LYRA_AQUA BRUSH DUO_6520054,,Normal,,869431B,,"Rotuladores y Marcadores, Rotuladores y Marcadores > Rotuladores base agua",Rotuladores y Marcadores,,,,4084900609262,,Physical good,,,,,,,Y,2.20,,N,,N,,N,,,2,,,,N,Y
EZTOG4HLURZCH7L34WOBCTXR,LYRA_AQUA BRUSH DUO_6520055,,Normal,,103765P,,"Rotuladores y Marcadores, Rotuladores y Marcadores > Rotuladores base agua",Rotuladores y Marcadores,,,,4084900662076,,Physical good,,,,,,,Y,2.20,,N,,N,,N,,,4,,,,N,Y
ORPBMXAULSKON3C5WRSDM3WJ,LYRA_AQUA BRUSH DUO_6520061,,Normal,,979338Q,,"Rotuladores y Marcadores, Rotuladores y Marcadores > Rotuladores base agua",Rotuladores y Marcadores,,,,4084900603710,,Physical good,,,,,,,Y,2.20,,N,,N,,N,,,1,,,,N,Y
ECRT6O65LEQJ65HDHVMJJK4A,LYRA_AQUA BRUSH DUO_6520067,,Normal,,W877333,,"Rotuladores y Marcadores, Rotuladores y Marcadores > Rotuladores base agua",Rotuladores y Marcadores,,,,4084900662106,,Physical good,,,,,,,Y,2.20,,N,,N,,N,,,4,,,,N,Y
NRKTLTX6OYXRX5VCWTQNFKJP,LYRA_AQUA BRUSH DUO_6520068,,Normal,,6502447,,"Rotuladores y Marcadores, Rotuladores y Marcadores > Rotuladores base agua",Rotuladores y Marcadores,,,,4084900662137,,Physical good,,,,N,N,N,Y,2.20,,N,,N,,N,,,7,,,,N,Y
45TXJHKONL5LGCFIP46MHW47,LYRA_AQUA BRUSH DUO_6520073,,Normal,,B597904,,"Rotuladores y Marcadores, Rotuladores y Marcadores > Rotuladores base agua",Rotuladores y Marcadores,,,,4084900603758,,Physical good,,,,N,N,N,Y,2.20,,N,,N,,N,,,6,,,,N,Y
RGCWRVAP6SOS7CGO46L5ET72,LYRA_AQUA BRUSH DUO_6520075,,Normal,,8640093,,"Rotuladores y Marcadores, Rotuladores y Marcadores > Rotuladores base agua",Rotuladores y Marcadores,,,,4084900662199,,Physical good,,,,N,N,N,Y,2.20,,N,,N,,N,,,6,,,,N,Y
5WUMYSEMEKO5YT5R7LLBSIR5,LYRA_AQUA BRUSH DUO_6520076,,Normal,,8457087,,"Rotuladores y Marcadores, Rotuladores y Marcadores > Rotuladores base agua",Rotuladores y Marcadores,,,,4084900662229,,Physical good,,,,,,,Y,2.20,,N,,N,,N,,,10,,,,N,Y
R33C6HBTTIETRRJQ6743NX74,LYRA_AQUA BRUSH DUO_6520082,,Normal,,H377639,,"Rotuladores y Marcadores, Rotuladores y Marcadores > Rotuladores base agua",Rotuladores y Marcadores,,,,4084900603796,,Physical good,,,,,,,Y,2.20,,N,,N,,N,,,9,,,,N,Y
O7UYN7IVNJQBYY2YMGJE5PDZ,LYRA_AQUA BRUSH DUO_6520083,,Normal,,H875894,,"Rotuladores y Marcadores, Rotuladores y Marcadores > Rotuladores base agua",Rotuladores y Marcadores,,,,4084900662250,,Physical good,,,,,,,Y,variable,,N,,N,,N,,,3,,,,N,Y
WCDY57M4GQTOE7A26T2AS53Q,LYRA_AQUA BRUSH DUO_6520084,,Normal,,388164F,,"Rotuladores y Marcadores, Rotuladores y Marcadores > Rotuladores base agua",Rotuladores y Marcadores,,,,4084900603833,,Physical good,,,,,,,Y,2.20,,N,,N,,N,,,4,,,,N,Y
LJGEF7MNJHG4U27QHGNAFIBP,LYRA_AQUA BRUSH DUO_6520085,,Normal,,B624752,,"Rotuladores y Marcadores, Rotuladores y Marcadores > Rotuladores base agua",Rotuladores y Marcadores,,,,4084900609668,,Physical good,,,,,,,Y,2.20,,N,,N,,N,,,1,,,,N,Y
NAHC5SOFYZWCQLOJQXYIILEW,LYRA_AQUA BRUSH DUO_6520086,,Normal,,C130891,,"Rotuladores y Marcadores, Rotuladores y Marcadores > Rotuladores base agua",Rotuladores y Marcadores,,,,4084900609705,,Physical good,,,,,,,Y,2.20,,N,,N,,N,,,3,,,,N,Y
3T4T7VX5ZNAQ6XWN2TOT5VFD,LYRA_AQUA BRUSH DUO_6520087,,Normal,,464090B,,"Rotuladores y Marcadores, Rotuladores y Marcadores > Rotuladores base agua",Rotuladores y Marcadores,,,,4084900662281,,Physical good,,,,,,,Y,2.20,,N,,N,,N,,,3,,,,N,Y
UJ2XXN3RY3R2KT24NBAFLFHM,LYRA_AQUA BRUSH DUO_6520090,,Normal,,Z067216,,"Rotuladores y Marcadores, Rotuladores y Marcadores > Rotuladores base agua",Rotuladores y Marcadores,,,,4084900662311,,Physical good,,,,,,,Y,2.20,,N,,N,,N,,,6,,,,N,Y
DJWKU6IJC44D3KO26I34ZNID,LYRA_AQUA BRUSH DUO_6520091,,Normal,,S325408,,"Rotuladores y Marcadores, Rotuladores y Marcadores > Rotuladores base agua",Rotuladores y Marcadores,,,,4084900662342,,Physical good,,,,N,N,N,Y,2.20,,N,,N,,N,,,3,,,,N,Y
MQTIC2Y3BL7C5LGVI2UDRSWG,LYRA_AQUA BRUSH DUO_6520092,,Normal,,2537622,,"Rotuladores y Marcadores, Rotuladores y Marcadores > Rotuladores base agua",Rotuladores y Marcadores,,,,4084900603871,,Physical good,,,,,,,Y,2.20,,N,,N,,N,,,1,,,,N,Y
PS2PLRHGKLIIJMAK3HHPAZMG,LYRA_AQUA BRUSH DUO_6520095,,Normal,,4330736,,"Rotuladores y Marcadores, Rotuladores y Marcadores > Rotuladores base agua",Rotuladores y Marcadores,,,,4084900603918,,Physical good,,,,N,N,N,Y,2.20,,N,,N,,N,,,4,,,,N,Y
DSCVU3DF6EBC3J47P4AYP3XN,LYRA_AQUA BRUSH DUO_6520097,,Normal,,920757B,,"Rotuladores y Marcadores, Rotuladores y Marcadores > Rotuladores base agua",Rotuladores y Marcadores,,,,4084900603956,,Physical good,,,,N,N,N,Y,2.20,,N,,N,,N,,,5,,,,N,Y
ISHX7IZVXYZCDMTAOP4F5G3W,LYRA_AQUA BRUSH DUO_6520099,,Normal,,938689V,,"Rotuladores y Marcadores, Rotuladores y Marcadores > Rotuladores base agua",Rotuladores y Marcadores,,,,1001900662373,,Physical good,,,,,,,Y,2.20,,N,,N,,N,,,1,,,,N,Y
BBI7JAKWQJEBXAF7B73HHGOA,LYRA_AQUA BRUSH DUO_?,,Normal,,395811H,,"Rotuladores y Marcadores, Rotuladores y Marcadores > Rotuladores base agua",Rotuladores y Marcadores,,,,,,Physical good,,,,N,N,N,Y,2.20,,N,,N,,N,,,14,,,,N,Y
ACSMCKOXEWR2ZC24GYLT37CC,LYRA_AQUA BRUSH DUO_CAJA TONOS PIEL,,Normal,,J172721,,Material de Escritura > Bolígrafos y rotuladores,Material de Escritura > Bolígrafos y rotuladores,,,,4084900610213,visible,Physical good,,,,,,,Y,13.00,,N,,N,,N,,,2,,,,N,Y
BP3KA4J5BXLMZSVAXFVNQELH,LYRA_LA`PIZ GRADUATE_5B,,Estándar,,H467530,,"Lápices y Grafito, Lápices y Grafito > Lápices de grafito",Lápices y Grafito,,,,4084900105153,visible,Physical good,,,,N,N,N,Y,1.30,,N,,N,,N,,,10,,,,N,Y
YJGNN6SV4WIKG4TIJD5ZOONK,Laquer Transfer Medium,,Normal,,773485Q,,"Barnices y Mediums, Barnices y Mediums > Barnices para acrílico",Barnices y Mediums,,,,,visible,Physical good,,,,,,,Y,10.60,,N,,,,,,,1,,,,N,Y
KXJNAUDOFUJXFGWV3KGEAGGT,Lidepapel Papel seda_5hojas_blanco_52x76,,Normal,,N191883,,"Papel y Soportes, Papel y Soportes > Papel japonés y especial",Papel y Soportes,,,,,,Physical good,,,,,,,Y,1.45,,N,,,,,,,2,,,,N,Y
EISQEEVH7Q2MQ3J5HXFQTIAR,Liderpapel _ Documenta _ archivador,,Normal,,H940467,,"Material de Oficina y Estudio, Material de Oficina y Estudio > Carpetas y fundas",Material de Oficina y Estudio,,,,,,Physical good,,,,,,,Y,3.10,,N,,,,,,,2,,,,N,Y
YFONXYQTTTWERTMX65CVFPMF,Lienzo 5M - SETTER,,,,N815411,,"Papel y Soportes, Papel y Soportes > Cartulinas y cartón",Papel y Soportes,,,,8436047299398,,Physical good,,,,,,,Y,6.90,,N,,N,,N,,,2,,,,N,Y
